transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome_link,blast_ara
tr_7962,Module_43,0.803571429,Phvul.002G013900,coding,GLYMA01G39830.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G013900,| Symbols: SRFR1 | Tetratricopeptide repeat (TPR)-like superfamily protein | chr4:17608623-17615534 REVERSE LENGTH=1052
tr_23749,Module_43,0.803571429,Phvul.002G250000,coding,GLYMA08G13450.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G250000,| Symbols:  | Phosphatidylinositol-4-phosphate 5-kinase family protein | chr1:22412452-22416498 REVERSE LENGTH=781
tr_25811,Module_43,0.8,Phvul.009G230400,noncoding,GLYMA15G18790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G230400,"| Symbols: NRPB2, EMB1989, RPB2 | DNA-directed RNA polymerase family protein | chr4:11535684-11542200 REVERSE LENGTH=1188"
tr_13616,Module_43,0.796428571,Phvul.004G120300,coding,GLYMA17G10640.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G120300,"| Symbols: ATUBC2, UBC2 | ubiquiting-conjugating enzyme 2 | chr2:774271-775149 FORWARD LENGTH=152"
tr_15291,Module_43,0.796428571,Phvul.007G148400,coding,GLYMA03G34160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G148400,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54880.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:857179-857898 REVERSE LENGTH=98
tr_4106,Module_43,0.792857143,Phvul.003G227600,coding,GLYMA17G16180.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G227600,| Symbols:  | Plant invertase/pectin methylesterase inhibitor superfamily protein | chr5:19059565-19060089 REVERSE LENGTH=174
tr_20363,Module_43,0.792857143,Phvul.002G246400,coding,GLYMA05G29940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246400,| Symbols: AGD13 | ARF-GAP domain 13 | chr4:2720772-2722679 REVERSE LENGTH=336
tr_10234,Module_43,0.789285714,Phvul.005G035100,coding,GLYMA11G16190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G035100,| Symbols:  | F-box family protein with WD40/YVTN repeat doamin | chr3:19301872-19304227 FORWARD LENGTH=433
tr_4400,Module_43,0.785714286,Phvul.008G172200,noncoding,GLYMA06G11010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G172200,| Symbols:  | Integrase-type DNA-binding superfamily protein | chr1:7836245-7837030 FORWARD LENGTH=261
tr_15821,Module_43,0.785714286,Phvul.002G264800,coding,GLYMA08G14980.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G264800,"| Symbols: SK1, ATSK1 | shikimate kinase 1 | chr2:9351106-9352622 FORWARD LENGTH=276"
tr_20513,Module_43,0.785714286,Phvul.011G160500,coding,GLYMA06G34250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G160500,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:27511722-27514783 REVERSE LENGTH=666
tr_25984,Module_43,0.782142857,Phvul.005G117800,coding,GLYMA12G31640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G117800,| Symbols:  | MD-2-related lipid recognition domain-containing protein / ML domain-containing protein | chr3:3724326-3725476 REVERSE LENGTH=153
tr_8102,Module_43,0.778571429,Phvul.009G242900,coding,GLYMA09G05600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G242900,"| Symbols: ATAAH, AAH | allantoate amidohydrolase | chr4:10861548-10864529 FORWARD LENGTH=525"
tr_2145,Module_44,0.814285714,Phvul.005G106500,coding,GLYMA12G32910.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G106500,"| Symbols: DFL2, GH3-10 | Auxin-responsive GH3 family protein | chr4:1497675-1499729 REVERSE LENGTH=591"
tr_3961,Module_44,0.796428571,Phvul.008G268200,coding,GLYMA14G02630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G268200,| Symbols: GGPS1 | geranylgeranyl pyrophosphate synthase 1 | chr4:17343513-17344628 FORWARD LENGTH=371
tr_13388,Module_44,0.796428571,Phvul.010G090400,noncoding,GLYMA03G01870.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G090400,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:307815-310298 REVERSE LENGTH=600
tr_21605,Module_44,0.792857143,Phvul.005G120200,coding,GLYMA12G31380.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G120200,"| Symbols: HDA08, HDA8, ATHDA8 | histone deacetylase 8 | chr1:2672527-2674469 FORWARD LENGTH=377"
tr_8886,Module_44,0.771428571,Phvul.004G139400,coding,GLYMA09G29470.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G139400,| Symbols: STT3B | staurosporin and temperature sensitive 3-like b | chr1:12430000-12432985 FORWARD LENGTH=735
tr_22042,Module_44,0.757142857,Phvul.002G086600,coding,GLYMA02G11780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G086600,| Symbols: IQD3 | IQ-domain 3 | chr3:19394441-19396196 FORWARD LENGTH=430
tr_26437,Module_44,0.757142857,Phvul.001G235300,coding,GLYMA18G04000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G235300,| Symbols: GN | sec7 domain-containing protein | chr1:4789587-4794397 FORWARD LENGTH=1451
tr_14422,Module_44,0.746428571,Phvul.011G003000,coding,GLYMA09G36900.4,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G003000,| Symbols: AMK2 | adenosine monophosphate kinase | chr5:19375488-19378058 FORWARD LENGTH=283
tr_22432,Module_44,0.746428571,Phvul.007G248100,coding,GLYMA02G34470.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G248100,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:1099271-1101810 FORWARD LENGTH=600
tr_24438,Module_44,0.746428571,Phvul.002G087900,coding,GLYMA04G34420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G087900,| Symbols:  | DNAJ heat shock family protein | chr3:17688232-17689402 REVERSE LENGTH=350
tr_57,Module_44,0.735714286,Phvul.002G038000,coding,GLYMA12G04010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G038000,| Symbols:  | diphthamide synthesis DPH2 family protein | chr5:24919046-24920407 FORWARD LENGTH=453
tr_24300,Module_44,0.732142857,Phvul.002G246700,coding,GLYMA08G13100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246700,"| Symbols: TOC159, TOC86, PPI2, TOC160, ATTOC159 | translocon at the outer envelope membrane of chloroplasts 159 | chr4:1104766-1109360 FORWARD LENGTH=1503"
tr_26385,Module_44,0.725,Phvul.011G048500,coding,GLYMA11G12950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G048500,| Symbols: PDV2 | plastid division2 | chr2:6984072-6985356 REVERSE LENGTH=307
tr_2012,Module_44,0.717857143,Phvul.001G007700,coding,GLYMA06G17930.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G007700,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231
tr_22342,Module_44,0.710714286,Phvul.002G305200,coding,GLYMA08G03440.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G305200,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:13284179-13285146 FORWARD LENGTH=232
tr_14442,Module_44,0.708136846,Phvul.008G141800,coding,GLYMA14G04840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G141800,| Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:17453671-17454437 REVERSE LENGTH=122
tr_20046,Module_44,0.703571429,Phvul.002G323900,coding,GLYMA05G34420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G323900,| Symbols:  | semialdehyde dehydrogenase family protein | chr1:5102684-5104633 REVERSE LENGTH=375
tr_22050,Module_44,0.703571429,Phvul.002G232800,coding,GLYMA13G29390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G232800,"| Symbols: SRG1, ATSRG1 | senescence-related gene 1 | chr1:5820258-5821741 FORWARD LENGTH=358"
tr_27158,Module_45,0.839285714,Phvul.004G094800,coding,GLYMA02G09000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G094800,| Symbols:  | Protein of unknown function (DUF793) | chr1:27982737-27983930 FORWARD LENGTH=397
tr_20001,Module_45,0.796428571,Phvul.007G279000,coding,GLYMA02G00440.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G279000,"| Symbols: APG1, VTE3, IEP37, E37 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr3:23415816-23417002 REVERSE LENGTH=338"
tr_4582,Module_45,0.782142857,Phvul.003G134300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G134300,None
tr_4185,Module_45,0.757142857,Phvul.008G184600,coding,GLYMA02G38200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G184600,| Symbols:  | Octicosapeptide/Phox/Bem1p family protein | chr5:25762540-25764081 REVERSE LENGTH=513
tr_1937,Module_45,0.751729607,Phvul.004G127400,coding,GLYMA16G32950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G127400,None
tr_27102,Module_45,0.750670541,Phvul.005G136800,coding,GLYMA12G29310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G136800,| Symbols: MLO6 | Seven transmembrane MLO family protein | chr1:22708875-22711488 REVERSE LENGTH=521
tr_7655,Module_45,0.728571429,Phvul.003G294700,noncoding,GLYMA08G16350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G294700,None
tr_8284,Module_45,0.721428571,Phvul.001G085200,coding,GLYMA16G05350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G085200,| Symbols: CCL | CCR-like | chr3:9827868-9828461 FORWARD LENGTH=141
tr_18482,Module_45,0.717857143,Phvul.007G110800,coding,GLYMA20G35390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G110800,| Symbols:  | Protein of unknown function (DUF506)  | chr3:8152592-8153881 FORWARD LENGTH=370
tr_1670,Module_45,0.707142857,Phvul.011G038000,coding,GLYMA12G04000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G038000,| Symbols:  | SAUR-like auxin-responsive protein family  | chr4:16577566-16578018 FORWARD LENGTH=150
tr_18769,Module_45,0.70420046,Phvul.001G267800,coding,GLYMA18G00420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G267800,| Symbols:  | Sec23/Sec24 protein transport family protein | chr5:17539025-17541733 REVERSE LENGTH=794
tr_5670,Module_45,0.703571429,Phvul.002G313700,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G313700,
tr_26042,Module_46,0.907142857,Phvul.002G292000,coding,GLYMA05G37550.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G292000,"| Symbols: BLH2, SAW1 | BEL1-like homeodomain 2 | chr4:17369423-17373723 FORWARD LENGTH=739"
tr_5844,Module_46,0.888894599,Phvul.011G073500,coding,GLYMA11G15900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G073500,"| Symbols: IVD, ATIVD, IVDH | isovaleryl-CoA-dehydrogenase | chr3:16621659-16624848 REVERSE LENGTH=409"
tr_12286,Module_46,0.885310346,Phvul.003G254600,coding,GLYMA16G25240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G254600,| Symbols:  | ARM repeat superfamily protein | chr4:17245400-17247926 REVERSE LENGTH=718
tr_26277,Module_46,0.860714286,Phvul.001G053700,coding,GLYMA17G31070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408
tr_26173,Module_46,0.839285714,Phvul.011G071700,coding,GLYMA12G07730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G071700,| Symbols:  | Cysteine proteinases superfamily protein | chr5:24235319-24235999 FORWARD LENGTH=226
tr_19640,Module_46,0.835714286,Phvul.009G133600,coding,GLYMA04G42120.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G133600,| Symbols: ARPN | plantacyanin | chr2:826630-827720 REVERSE LENGTH=129
tr_152,Module_46,0.814285714,Phvul.004G056300,coding,GLYMA19G22530.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G056300,| Symbols:  | Cytochrome C1 family | chr5:16340200-16342327 FORWARD LENGTH=307
tr_19888,Module_46,0.807142857,Phvul.006G102900,coding,GLYMA19G43520.4,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G102900,| Symbols:  | TPX2 (targeting protein for Xklp2) protein family | chr1:20340907-20342900 REVERSE LENGTH=338
tr_25737,Module_46,0.789285714,Phvul.005G102500,coding,GLYMA19G06160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G102500,| Symbols:  | O-acyltransferase (WSD1-like) family protein | chr3:18235445-18237646 REVERSE LENGTH=507
tr_9322,Module_46,0.785714286,Phvul.006G070600,coding,GLYMA18G06730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G070600,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:12843583-12845597 REVERSE LENGTH=386
tr_5603,Module_46,0.778571429,Phvul.011G130400,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G130400,
tr_16549,Module_46,0.775,Phvul.007G214200,coding,GLYMA10G01610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G214200,"| Symbols: CP12-2, CP12 | CP12 domain-containing protein 2 | chr3:23091006-23091401 FORWARD LENGTH=131"
tr_648,Module_46,0.770614269,Phvul.001G170200,coding,GLYMA03G32990.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170200,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G18692.1); Has 42 Blast hits to 42 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:19883986-19885568 FORWARD LENGTH=194
tr_23191,Module_46,0.767857143,Phvul.002G301600,coding,GLYMA08G02980.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301600,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:12497287-12499661 FORWARD LENGTH=332
tr_15783,Module_46,0.760714286,Phvul.005G016800,coding,GLYMA15G41870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G016800,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr5:25852535-25853880 REVERSE LENGTH=281
tr_25943,Module_46,0.760714286,Phvul.002G041400,coding,GLYMA11G01100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G041400,| Symbols:  | PLATZ transcription factor family protein | chr1:11827588-11829444 FORWARD LENGTH=213
tr_26842,Module_46,0.757142857,Phvul.003G091800,coding,GLYMA07G38740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G091800,"| Symbols: ATAILP1, AILP1 | Aluminium induced protein with YGL and LRDR motifs | chr5:6423398-6425785 FORWARD LENGTH=234"
tr_14426,Module_46,0.753571429,Phvul.011G127500,coding,GLYMA12G15560.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G127500,| Symbols:  | DNAJ heat shock N-terminal domain-containing protein | chr2:17793404-17795419 FORWARD LENGTH=344
tr_16703,Module_46,0.75,Phvul.005G110800,coding,GLYMA07G34840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110800,| Symbols: CRK8 | cysteine-rich RLK (RECEPTOR-like protein kinase) 8 | chr4:12129485-12134086 FORWARD LENGTH=1262
tr_8604,Module_46,0.746428571,Phvul.002G128700,coding,GLYMA09G34680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G128700,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:10469830-10471275 FORWARD LENGTH=303
tr_18957,Module_46,0.742857143,Phvul.002G019300,coding,GLYMA11G06030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G019300,| Symbols:  | Calcium-binding EF-hand family protein | chr2:6831024-6831587 FORWARD LENGTH=187
tr_20811,Module_46,0.742857143,Phvul.009G174000,coding,GLYMA06G18720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G174000,None
tr_1249,Module_46,0.739285714,Phvul.002G068200,coding,GLYMA02G02730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G068200,"| Symbols: ATTRX2, ATH2, ATTRXH2, TRXH2, TRX2 | thioredoxin 2 | chr5:15990885-15991881 REVERSE LENGTH=133"
tr_8852,Module_46,0.739285714,Phvul.002G151500,coding,GLYMA01G42220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G151500,| Symbols:  | MATE efflux family protein | chr4:11975153-11976628 REVERSE LENGTH=491
tr_1938,Module_46,0.735714286,Phvul.004G083900,coding,GLYMA16G27220.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G083900,"| Symbols: EMB2196, HPA1, HISN6A, ATHPA1 | histidinol phosphate aminotransferase 1 | chr5:3248027-3249858 REVERSE LENGTH=417"
tr_5345,Module_46,0.729222811,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_1613,Module_46,0.728571429,Phvul.005G148200,coding,GLYMA11G14110.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G148200,"| Symbols: BB, BB2 | RING/U-box superfamily protein | chr3:23456407-23457787 REVERSE LENGTH=248"
tr_2044,Module_46,0.728571429,Phvul.005G129500,coding,GLYMA01G08600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G129500,| Symbols:  | Serine carboxypeptidase S28 family protein | chr5:7639511-7642945 REVERSE LENGTH=502
tr_6185,Module_46,0.728571429,Phvul.003G169600,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G169600,
tr_22445,Module_46,0.728571429,Phvul.009G178100,coding,GLYMA06G19310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G178100,"| Symbols: ISU1, ATISU1 | SufE/NifU family protein | chr4:11759444-11760881 REVERSE LENGTH=167"
tr_5708,Module_46,0.725,Phvul.006G209600,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G209600,
tr_13329,Module_46,0.725,Phvul.007G279300,coding,GLYMA10G00460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G279300,| Symbols:  | Protein of unknown function (DUF506)  | chr3:8152592-8153881 FORWARD LENGTH=370
tr_34,Module_46,0.721428571,Phvul.006G025200,coding,GLYMA08G41780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G025200,| Symbols:  | Mitochondrial transcription termination factor family protein | chr5:2520188-2521405 FORWARD LENGTH=405
tr_9407,Module_46,0.721428571,Phvul.003G287900,coding,GLYMA08G37670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G287900,"| Symbols: CLA1, DEF, CLA, DXS, DXPS2 | Deoxyxylulose-5-phosphate synthase | chr4:8884218-8887254 FORWARD LENGTH=717"
tr_15186,Module_46,0.721428571,Phvul.003G251300,coding,GLYMA02G06620.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G251300,| Symbols: HOS3-1 | GNS1/SUR4 membrane protein family | chr4:17349511-17350380 FORWARD LENGTH=289
tr_2047,Module_46,0.717857143,Phvul.006G038200,coding,GLYMA18G12040.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G038200,| Symbols:  | Nucleotide/sugar transporter family protein | chr1:1970726-1973540 FORWARD LENGTH=414
tr_3537,Module_46,0.717857143,Phvul.005G110800,coding,GLYMA12G32460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110800,| Symbols:  | S-locus lectin protein kinase family protein | chr4:1419278-1422828 REVERSE LENGTH=1010
tr_8700,Module_46,0.717857143,Phvul.007G006400,coding,GLYMA20G38740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G006400,| Symbols: THFS | 10-formyltetrahydrofolate synthetase | chr1:18702064-18704687 FORWARD LENGTH=634
tr_25949,Module_47,0.882142857,Phvul.009G217200,coding,GLYMA15G22480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G217200,| Symbols: ROS3 | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:23521190-23523766 REVERSE LENGTH=748
tr_13197,Module_47,0.877155589,Phvul.009G228900,noncoding,GLYMA15G19030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G228900,None
tr_17934,Module_47,0.85,Phvul.004G031300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G031300,None
tr_16847,Module_47,0.844552294,Phvul.002G272800,coding,GLYMA13G03630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G272800,| Symbols:  | Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein | chr4:17695543-17696046 FORWARD LENGTH=167
tr_832,Module_47,0.839285714,Phvul.007G020000,coding,GLYMA20G24300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G020000,| Symbols:  | unknown protein; Has 73 Blast hits to 71 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 5; Fungi - 11; Plants - 54; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink). | chr1:3001682-3003715 REVERSE LENGTH=348
tr_26578,Module_47,0.839285714,Phvul.L003800,coding,GLYMA15G01860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.L003800,| Symbols:  | Zinc-binding ribosomal protein family protein | chr3:5454892-5455677 FORWARD LENGTH=95
tr_11736,Module_47,0.838248771,Phvul.009G017200,coding,GLYMA15G00710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G017200,None
tr_17750,Module_47,0.828571429,Phvul.003G264000,coding,GLYMA01G44600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G264000,"| Symbols: OPR1, ATOPR1 | 12-oxophytodienoate reductase 1 | chr1:28776982-28778271 FORWARD LENGTH=372"
tr_14879,Module_47,0.821428571,Phvul.006G193100,coding,GLYMA15G07200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G193100,"| Symbols: ENT3, FUR1, ATENT3 | Major facilitator superfamily protein | chr4:2632886-2634824 REVERSE LENGTH=418"
tr_24134,Module_47,0.817857143,Phvul.011G038100,coding,GLYMA12G04020.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G038100,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G15320.1); Has 64 Blast hits to 64 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:44714-45522 REVERSE LENGTH=53"
tr_24694,Module_47,0.789285714,Phvul.007G077200,coding,GLYMA20G30380.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G077200,| Symbols:  | CAAX amino terminal protease family protein | chr5:24431072-24433199 FORWARD LENGTH=347
tr_26878,Module_47,0.783815593,Phvul.002G314800,coding,GLYMA08G04450.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G314800,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:8863111-8864883 REVERSE LENGTH=273
tr_4396,Module_47,0.777480203,Phvul.008G212400,coding,GLYMA15G02030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G212400,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:568135-569865 FORWARD LENGTH=576
tr_6049,Module_47,0.764285714,Phvul.003G007200,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G007200,
tr_13483,Module_47,0.757819784,Phvul.005G184300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G184300,None
