transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_8889,Module_54,0.854334568,Phvul.006G118100,coding,GLYMA15G15020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G118100,| Symbols: ACLB-1 | ATP-citrate lyase B-1 | chr3:2079247-2082633 REVERSE LENGTH=608
tr_23265,Module_54,0.825,Phvul.010G060600,coding,GLYMA02G00360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G060600,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2346 (InterPro:IPR018625); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52825.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:8383842-8384814 FORWARD LENGTH=76
tr_24602,Module_54,0.81720955,Phvul.002G163300,coding,GLYMA11G02070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326
tr_14304,Module_54,0.814680124,Phvul.008G033400,coding,GLYMA08G26920.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G033400,None
tr_5345,Module_54,0.811439109,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_15783,Module_54,0.810714286,Phvul.005G016800,coding,GLYMA15G41870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G016800,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr5:25852535-25853880 REVERSE LENGTH=281
tr_1538,Module_54,-0.807142857,Phvul.002G013400,coding,GLYMA01G39880.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G013400,| Symbols:  | Chaperone DnaJ-domain superfamily protein | chr4:17619261-17621596 FORWARD LENGTH=531
tr_1857,Module_54,-0.807142857,Phvul.005G158600,coding,GLYMA15G02840.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G158600,| Symbols: IDD11 | indeterminate(ID)-domain 11 | chr3:4544998-4547300 FORWARD LENGTH=500
tr_2144,Module_54,-0.807142857,Phvul.005G106500,coding,GLYMA12G32910.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G106500,"| Symbols: DFL2, GH3-10 | Auxin-responsive GH3 family protein | chr4:1497675-1499729 REVERSE LENGTH=591"
tr_3325,Module_54,-0.807142857,Phvul.011G106400,coding,GLYMA12G10920.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G106400,| Symbols:  | Protein of unknown function (DUF604) | chr4:8703518-8705378 REVERSE LENGTH=488
tr_478,Module_54,-0.810714286,Phvul.004G169700,coding,GLYMA01G34990.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G169700,| Symbols:  | Exostosin family protein | chr5:6647025-6649358 FORWARD LENGTH=610
tr_5701,Module_54,-0.810714286,Phvul.008G204000,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G204000,
tr_5931,Module_54,-0.810714286,Phvul.002G178100,coding,GLYMA05G27500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G178100,| Symbols:  | Chaperone DnaJ-domain superfamily protein | chr1:10662851-10664570 REVERSE LENGTH=455
tr_12661,Module_54,-0.810714286,Phvul.003G019200,coding,GLYMA02G09350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G019200,| Symbols:  | UDP-3-O-acyl N-acetylglycosamine deacetylase family protein | chr1:8818867-8820493 FORWARD LENGTH=326
tr_14021,Module_54,-0.810714286,Phvul.011G078400,coding,GLYMA11G20680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G078400,| Symbols:  | Galactose oxidase/kelch repeat superfamily protein | chr5:24348713-24349894 FORWARD LENGTH=393
tr_15451,Module_54,-0.810714286,Phvul.004G128700,coding,GLYMA16G33080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G128700,| Symbols:  | ATP-dependent Clp protease | chr1:12092111-12095789 FORWARD LENGTH=656
tr_17236,Module_54,-0.810714286,Phvul.004G118300,coding,GLYMA09G26180.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G118300,| Symbols:  | F-box/RNI-like superfamily protein | chr1:29615174-29616738 REVERSE LENGTH=452
tr_22415,Module_54,-0.810714286,Phvul.003G060000,coding,GLYMA07G09780.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G060000,| Symbols:  | unknown protein; Has 15 Blast hits to 15 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:6355711-6355984 FORWARD LENGTH=67
tr_25820,Module_54,-0.810714286,Phvul.008G008600,noncoding,GLYMA18G53090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G008600,None
tr_26769,Module_54,-0.811439109,Phvul.001G092300,coding,GLYMA19G26210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G092300,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3339 (InterPro:IPR021775); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF 3339) (TAIR:AT5G40970.1); Has 538 Blast hits to 271 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 534; Viruses - 4; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:9972508-9974225 REVERSE LENGTH=142
tr_16560,Module_54,-0.814285714,Phvul.011G053500,coding,GLYMA11G13510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G053500,| Symbols:  | Basic-leucine zipper (bZIP) transcription factor family protein | chr1:1835201-1837116 REVERSE LENGTH=423
tr_19613,Module_54,-0.814285714,Phvul.011G082200,coding,GLYMA12G08270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G082200,"| Symbols: LSN, PNY, HB-6, BLR, RPL, BLH9, VAN | POX (plant homeobox) family protein | chr5:395754-398872 FORWARD LENGTH=575"
tr_1862,Module_54,-0.817857143,Phvul.001G125800,coding,GLYMA03G28570.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G125800,"| Symbols: ARR9, ATRR4 | response regulator 9 | chr3:21110059-21111228 FORWARD LENGTH=234"
tr_13375,Module_54,-0.817857143,Phvul.002G229700,coding,GLYMA13G24640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G229700,| Symbols:  | Ribosomal protein S5 family protein | chr2:14300925-14302352 REVERSE LENGTH=303
tr_224,Module_54,-0.825,Phvul.004G170400,coding,GLYMA16G08440.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G170400,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr3:6457930-6459558 REVERSE LENGTH=139
tr_1846,Module_54,-0.825,Phvul.004G069100,coding,GLYMA19G28070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G069100,"| Symbols: ARS27A, RS27A | ribosomal protein S27 | chr3:22611710-22612632 FORWARD LENGTH=86"
tr_2604,Module_54,-0.825,Phvul.001G081500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G081500,None
tr_14570,Module_54,-0.825,Phvul.003G136200,coding,GLYMA17G06200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G136200,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:17536133-17537515 REVERSE LENGTH=309
tr_21531,Module_54,-0.825,Phvul.011G063300,coding,GLYMA12G06670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G063300,"| Symbols: SCL14, ATGRAS2, GRAS2 | SCARECROW-like 14 | chr1:2313828-2316137 REVERSE LENGTH=769"
tr_8140,Module_54,-0.828571429,Phvul.003G159100,noncoding,GLYMA15G24650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G159100,| Symbols:  | Ribosomal protein L39 family protein | chr4:15469931-15470366 FORWARD LENGTH=51
tr_8176,Module_54,-0.828571429,Phvul.003G054000,coding,GLYMA08G40010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G054000,| Symbols:  | unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:7359549-7359791 FORWARD LENGTH=80
tr_13314,Module_54,-0.828571429,Phvul.006G184000,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G184000,None
tr_26698,Module_54,-0.832142857,Phvul.003G190000,coding,GLYMA05G01040.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G190000,| Symbols:  | Protein of unknown function (DUF3223) | chr5:25072620-25073917 REVERSE LENGTH=202
tr_26627,Module_54,-0.83646146,Phvul.005G057400,coding,GLYMA08G18340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G057400,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G22235.2); Has 177 Blast hits to 177 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 177; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:7863788-7864675 REVERSE LENGTH=72
tr_7936,Module_54,-0.839285714,Phvul.001G083200,coding,GLYMA19G27860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G083200,| Symbols:  | Protein of unknown function (DUF677) | chr3:6699423-6700772 FORWARD LENGTH=349
tr_1524,Module_54,-0.842857143,Phvul.004G169300,coding,GLYMA01G34840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G169300,| Symbols:  | protein serine/threonine phosphatases;protein kinases;catalytics;cAMP-dependent protein kinase regulators;ATP binding;protein serine/threonine phosphatases | chr2:8649779-8654193 REVERSE LENGTH=1094
tr_9842,Module_54,-0.846428571,Phvul.009G127600,coding,GLYMA06G12160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G127600,"| Symbols: OGG1, ATOGG1 | 8-oxoguanine-DNA glycosylase 1 | chr1:7624439-7625869 FORWARD LENGTH=365"
tr_25499,Module_54,-0.85,Phvul.001G066800,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G066800,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: synergid; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G53905.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). | chr5:21811633-21814908 FORWARD LENGTH=275
tr_21387,Module_54,-0.854088715,Phvul.005G182600,noncoding,GLYMA13G44770.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G182600,None
tr_24853,Module_54,-0.857142857,Phvul.002G116000,coding,GLYMA01G36360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G116000,| Symbols:  | RWP-RK domain-containing protein | chr4:16892909-16894865 FORWARD LENGTH=370
tr_22922,Module_54,-0.866845744,Phvul.010G001300,coding,GLYMA03G16310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G001300,"| Symbols: AtUGT85A7, UGT85A7 | UDP-glucosyl transferase 85A7 | chr1:7890464-7892090 REVERSE LENGTH=487"
tr_2230,Module_54,-0.885714286,Phvul.009G203400,coding,GLYMA06G22650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G203400,"| Symbols: AGL8, FUL | AGAMOUS-like 8 | chr5:24502736-24506013 REVERSE LENGTH=242"
tr_24697,Module_55,0.817857143,Phvul.007G181100,coding,GLYMA20G37640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G181100,"| Symbols: NPH3, RPT3, JK218 | Phototropic-responsive NPH3 family protein | chr5:25727568-25730225 FORWARD LENGTH=746"
tr_3415,Module_55,0.810714286,Phvul.006G080400,coding,GLYMA18G05720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G080400,| Symbols: RPT2 | Phototropic-responsive NPH3 family protein | chr2:13002920-13005573 REVERSE LENGTH=593
tr_13115,Module_55,0.796428571,Phvul.007G009000,coding,GLYMA10G43810.4,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G009000,| Symbols:  | Protein phosphatase 2C family protein | chr1:16654045-16655810 FORWARD LENGTH=371
tr_13123,Module_55,0.796428571,Phvul.011G113900,coding,GLYMA12G12740.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G113900,| Symbols:  | Protein of unknown function (DUF1421) | chr4:14015414-14016823 FORWARD LENGTH=438
tr_14949,Module_55,0.792857143,Phvul.007G140700,coding,GLYMA20G33370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G140700,| Symbols: OPCL1 | OPC-8:0 CoA ligase1 | chr1:7103645-7105856 REVERSE LENGTH=546
tr_23910,Module_55,0.785714286,Phvul.007G002500,coding,GLYMA10G44350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G002500,| Symbols:  | ENTH/VHS family protein | chr2:17948884-17953267 FORWARD LENGTH=895
tr_24604,Module_55,0.785714286,Phvul.008G245700,coding,GLYMA02G40360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G245700,| Symbols: RPT2 | Phototropic-responsive NPH3 family protein | chr2:13002920-13005573 REVERSE LENGTH=593
tr_8141,Module_55,0.775,Phvul.006G061800,coding,GLYMA18G07930.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G061800,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G12870.1); Has 77 Blast hits to 75 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 77; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr5:22721483-22722193 FORWARD LENGTH=236
tr_6876,Module_55,0.771428571,Phvul.007G061200,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G061200,
tr_26230,Module_55,0.771428571,Phvul.005G119400,coding,GLYMA13G38930.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G119400,| Symbols: LHW | transcription factor-related | chr2:11650895-11653840 FORWARD LENGTH=650
tr_138,Module_55,0.764285714,Phvul.007G208800,coding,GLYMA02G01010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G208800,| Symbols: IAA30 | indole-3-acetic acid inducible 30 | chr3:22995835-22996593 FORWARD LENGTH=172
tr_18352,Module_55,0.764285714,Phvul.011G020300,coding,GLYMA11G09730.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G020300,| Symbols:  | NADH-ubiquinone oxidoreductase-related | chr3:696593-698069 REVERSE LENGTH=110
tr_18900,Module_55,0.757142857,Phvul.009G120400,coding,GLYMA04G00600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G120400,| Symbols:  | Major facilitator superfamily protein | chr2:7218930-7221592 REVERSE LENGTH=546
tr_26494,Module_55,0.753571429,Phvul.009G120200,coding,GLYMA06G00650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G120200,| Symbols:  | Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein | chr4:16648865-16650646 FORWARD LENGTH=224
tr_9599,Module_55,0.75,Phvul.011G013300,coding,GLYMA09G36020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G013300,"| Symbols:  | Excinuclease ABC, C subunit, N-terminal | chr5:17347567-17348379 FORWARD LENGTH=170"
tr_10410,Module_55,0.75,Phvul.006G117000,noncoding,GLYMA09G04140.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G117000,None
tr_24491,Module_55,0.75,Phvul.003G278000,coding,GLYMA16G17010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G278000,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:29071983-29073536 REVERSE LENGTH=517
tr_11185,Module_55,0.749108754,Phvul.002G161200,noncoding,GLYMA11G02260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G161200,| Symbols: CPK34 | calcium-dependent protein kinase 34 | chr5:6521716-6523780 REVERSE LENGTH=523
tr_997,Module_55,0.746428571,Phvul.002G098600,coding,GLYMA07G34800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G098600,| Symbols:  | Trypsin family protein | chr5:18172981-18175238 FORWARD LENGTH=607
tr_21473,Module_55,0.746428571,Phvul.011G086900,coding,GLYMA12G08760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G086900,"| Symbols: CKS1, CKS1AT | cyclin-dependent kinase-subunit 1 | chr2:11910903-11911543 REVERSE LENGTH=87"
tr_16049,Module_55,0.742857143,Phvul.001G036500,coding,GLYMA14G10940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G036500,"| Symbols: AtIDD7, IDD7 | indeterminate(ID)-domain 7 | chr1:20560406-20562625 REVERSE LENGTH=455"
tr_18785,Module_55,0.742857143,Phvul.009G119100,coding,GLYMA04G00480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G119100,| Symbols:  | high-affinity nickel-transport family protein | chr2:7285824-7287188 FORWARD LENGTH=372
tr_13686,Module_55,0.741940827,Phvul.007G077100,coding,GLYMA20G30370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G077100,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:21452893-21453692 REVERSE LENGTH=235
tr_12413,Module_55,-0.742857143,Phvul.004G012200,coding,GLYMA05G08670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G012200,| Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr5:4731620-4733025 REVERSE LENGTH=175
tr_19113,Module_55,-0.74485179,Phvul.007G201000,coding,GLYMA10G28860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G201000,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G12530.1); Has 58 Blast hits to 58 proteins in 16 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 54; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). | chr1:21122772-21124234 REVERSE LENGTH=183
tr_5751,Module_55,-0.746428571,Phvul.005G110500,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110500,
tr_4054,Module_55,-0.75,Phvul.006G096000,coding,GLYMA19G42780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G096000,| Symbols:  | DHHC-type zinc finger family protein | chr3:1376240-1378339 FORWARD LENGTH=397
tr_20209,Module_55,-0.75,Phvul.010G1404000,coding,GLYMA08G20770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G1404000,"| Symbols: MRP6, ABCC8 | multidrug resistance-associated protein 6 | chr3:7457668-7463261 REVERSE LENGTH=1464"
tr_9907,Module_55,-0.755029032,Phvul.008G2264001,noncoding,GLYMA14G06730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G2264001,None
tr_768,Module_55,-0.767564076,Phvul.002G230900,coding,GLYMA13G24540.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G230900,| Symbols:  | Yippee family putative zinc-binding protein | chr5:21897164-21898589 REVERSE LENGTH=129
tr_22486,Module_55,-0.775,Phvul.003G0023001,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G0023001,None
tr_3423,Module_55,-0.778571429,Phvul.003G175600,coding,GLYMA17G11250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G175600,| Symbols:  | Protein of unknown function (DUF1336) | chr5:13424538-13430831 FORWARD LENGTH=593
tr_9645,Module_55,-0.778571429,Phvul.008G003700,coding,GLYMA18G53690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G003700,| Symbols: TSF | PEBP (phosphatidylethanolamine-binding protein) family protein | chr4:11001011-11002965 REVERSE LENGTH=175
tr_10216,Module_55,-0.783040183,Phvul.007G040000,coding,GLYMA20G26460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G040000,| Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1168 (InterPro:IPR009548); Has 1930 Blast hits to 1364 proteins in 219 species: Archae - 0; Bacteria - 44; Metazoa - 762; Fungi - 280; Plants - 96; Viruses - 3; Other Eukaryotes - 745 (source: NCBI BLink). | chr2:6637967-6639252 FORWARD LENGTH=194
tr_19268,Module_55,-0.792857143,Phvul.005G067100,coding,GLYMA13G34630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G067100,| Symbols:  | Galactosyltransferase family protein | chr1:19871353-19873251 FORWARD LENGTH=345
tr_1755,Module_55,-0.793566001,Phvul.002G311000,coding,GLYMA05G35680.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G311000,| Symbols: ckl3 | casein kinase I-like 3 | chr4:14251351-14254048 FORWARD LENGTH=415
tr_15516,Module_55,-0.803571429,Phvul.002G003100,coding,GLYMA01G41170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G003100,| Symbols:  | Protein of unknown function (DUF581) | chr4:9833948-9834663 REVERSE LENGTH=159
tr_17621,Module_55,-0.807142857,Phvul.005G067100,coding,GLYMA13G34630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G067100,| Symbols:  | Galactosyltransferase family protein | chr3:5036252-5037951 REVERSE LENGTH=343
tr_19260,Module_55,-0.810714286,Phvul.004G067100,coding,GLYMA19G06720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G067100,| Symbols:  | hAT transposon superfamily protein | chr4:5216854-5217697 FORWARD LENGTH=126
tr_13690,Module_55,-0.821428571,Phvul.002G205800,coding,GLYMA05G25550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G205800,"| Symbols: KU80, ATKU80 | Ku80 family protein | chr1:17723498-17726859 FORWARD LENGTH=680"
tr_8289,Module_55,-0.828571429,Phvul.004G012600,coding,GLYMA05G08640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G012600,| Symbols:  | Protein kinase superfamily protein | chr5:4748212-4752642 REVERSE LENGTH=674
tr_1799,Module_55,-0.835714286,Phvul.003G191600,coding,GLYMA17G10670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G191600,"| Symbols: ATATH6, ATH6 | ABC2 homolog 6 | chr3:17624500-17628972 FORWARD LENGTH=935"
tr_24602,Module_56,0.838715065,Phvul.002G163300,coding,GLYMA11G02070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326
tr_2000,Module_56,0.785714286,Phvul.005G134900,coding,GLYMA13G40090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G134900,"| Symbols:  | Protein of unknown function, DUF584 | chr5:24386247-24386738 FORWARD LENGTH=163"
tr_10124,Module_56,0.785714286,Phvul.008G261800,coding,GLYMA14G37190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G261800,| Symbols:  | Undecaprenyl pyrophosphate synthetase family protein | chr5:23734396-23735495 FORWARD LENGTH=310
tr_26384,Module_56,0.785714286,Phvul.005G110300,coding,GLYMA12G32520.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110300,| Symbols:  | S-locus lectin protein kinase family protein | chr2:8293789-8296275 FORWARD LENGTH=828
tr_14427,Module_56,0.782142857,Phvul.004G019500,coding,GLYMA13G04460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G019500,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:18006385-18007203 FORWARD LENGTH=153
tr_10989,Module_56,0.764285714,Phvul.010G038300,coding,GLYMA03G23900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038300,| Symbols:  | Protein of unknown function (DUF3550/UPF0682) | chr3:857013-860105 FORWARD LENGTH=607
tr_16124,Module_56,0.764285714,Phvul.008G207900,coding,GLYMA14G04610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G207900,| Symbols:  | Zinc-binding alcohol dehydrogenase family protein | chr5:16894087-16897450 FORWARD LENGTH=390
