transcript,met_module,cor,gene_id,region_soy,blast_soy,blast_ara,Phytozome_link
tr_9564,Module_41,0.857142857,Phvul.011G072900,coding,GLYMA12G07610.1,| Symbols:  | unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:24291385-24291754 REVERSE LENGTH=91,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G072900
tr_24450,Module_41,0.853571429,Phvul.001G053700,coding,GLYMA17G31070.1,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700
tr_5037,Module_41,0.846428571,Phvul.008G166700,coding,GLYMA14G33400.1,| Symbols: PPK1 | putative protein kinase 1 | chr1:29210730-29213877 FORWARD LENGTH=777,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G166700
tr_15516,Module_41,0.810714286,Phvul.002G003100,coding,GLYMA01G41170.1,| Symbols:  | Protein of unknown function (DUF581) | chr4:9833948-9834663 REVERSE LENGTH=159,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G003100
tr_7336,Module_41,0.807142857,Phvul.002G175200,coding,GLYMA18G06870.1,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr5:23701509-23703802 FORWARD LENGTH=352,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G175200
tr_23843,Module_41,0.807142857,Phvul.001G1974001,coding,GLYMA03G36220.1,| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana protein match is: Polyketide cyclase/dehydrase and lipid transport superfamily protein (TAIR:AT3G11720.3). | chr5:1964641-1966807 REVERSE LENGTH=486,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G1974001
tr_19547,Module_41,0.803571429,Phvul.003G131700,noncoding,GLYMA17G05790.1,| Symbols:  | DENN (AEX-3) domain-containing protein | chr5:13742458-13747464 REVERSE LENGTH=765,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G131700
tr_22207,Module_41,0.803571429,Phvul.007G047600,coding,GLYMA20G27300.1,"| Symbols: PKP1, PKP-ALPHA | Pyruvate kinase family protein | chr3:8139369-8141771 FORWARD LENGTH=596",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G047600
tr_2566,Module_41,0.789285714,Phvul.011G080400,coding,GLYMA09G00500.1,| Symbols:  | indigoidine synthase A family protein | chr1:18716578-18719060 FORWARD LENGTH=330,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G080400
tr_15323,Module_41,0.789285714,Phvul.011G044200,coding,GLYMA06G01400.1,"| Symbols: ATRER1B, RER1B | endoplasmatic reticulum retrieval protein 1B | chr2:9243550-9244579 FORWARD LENGTH=195",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G044200
tr_5543,Module_41,0.782142857,Phvul.004G063600,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G063600
tr_8829,Module_41,0.782142857,Phvul.008G123300,coding,GLYMA08G47100.1,| Symbols:  | unknown protein; Has 25 Blast hits to 25 proteins in 12 species: Archae - 0; Bacteria - 8; Metazoa - 2; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:9036735-9037564 FORWARD LENGTH=169,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G123300
tr_26042,Module_41,0.782142857,Phvul.002G292000,coding,GLYMA05G37550.3,"| Symbols: BLH2, SAW1 | BEL1-like homeodomain 2 | chr4:17369423-17373723 FORWARD LENGTH=739",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G292000
tr_152,Module_41,0.778571429,Phvul.004G056300,coding,GLYMA19G22530.2,| Symbols:  | Cytochrome C1 family | chr5:16340200-16342327 FORWARD LENGTH=307,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G056300
tr_12325,Module_41,0.778571429,Phvul.003G201500,coding,GLYMA05G02320.1,| Symbols: SKIP16 | SKP1/ASK-interacting protein 16 | chr1:1853237-1854938 REVERSE LENGTH=436,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G201500
tr_16732,Module_41,0.775,Phvul.007G271300,coding,GLYMA20G21600.1,| Symbols:  | unknown protein; Has 34 Blast hits to 34 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:14151714-14152698 FORWARD LENGTH=98,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G271300
tr_4940,Module_41,0.771428571,Phvul.008G161200,coding,GLYMA13G03370.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G17705.1); Has 98 Blast hits to 98 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 98; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr4:5255384-5256525 REVERSE LENGTH=164,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G161200
tr_22392,Module_41,0.771428571,Phvul.009G249700,coding,GLYMA09G04840.1,"| Symbols: SWEET17, AtSWEET17 | Nodulin MtN3 family protein | chr4:9030742-9033343 REVERSE LENGTH=241",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G249700
tr_5844,Module_41,0.770614269,Phvul.011G073500,coding,GLYMA11G15900.1,"| Symbols: IVD, ATIVD, IVDH | isovaleryl-CoA-dehydrogenase | chr3:16621659-16624848 REVERSE LENGTH=409",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G073500
tr_5577,Module_41,0.767857143,Phvul.009G249900,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G249900
tr_20320,Module_41,0.764285714,Phvul.010G046700,coding,GLYMA12G24150.1,| Symbols:  | Domain of unknown function (DUF3598) | chr2:18452937-18454785 REVERSE LENGTH=500,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G046700
tr_14994,Module_41,0.747095919,Phvul.002G168500,coding,GLYMA20G03240.1,| Symbols:  | C2H2-like zinc finger protein | chr1:9193735-9195102 FORWARD LENGTH=455,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G168500
tr_12234,Module_41,0.746428571,Phvul.009G093100,coding,GLYMA06G07190.1,| Symbols:  | TPX2 (targeting protein for Xklp2) protein family | chr4:15609801-15611867 FORWARD LENGTH=436,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G093100
tr_16350,Module_41,0.746428571,Phvul.004G147100,coding,GLYMA07G12000.1,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:27629266-27632486 FORWARD LENGTH=463,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147100
tr_22234,Module_41,0.746428571,Phvul.004G094400,coding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G094400
tr_1788,Module_41,0.742857143,Phvul.003G165900,coding,GLYMA13G23470.1,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:6814093-6815171 FORWARD LENGTH=290,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G165900
tr_11494,Module_41,0.742857143,Phvul.008G215000,coding,GLYMA02G43480.1,| Symbols: MPL1 | Myzus persicae-induced lipase 1 | chr5:4571442-4574413 REVERSE LENGTH=418,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G215000
tr_4371,Module_41,0.739285714,Phvul.011G009100,coding,GLYMA12G01010.1,"| Symbols: ATARP7, ARP7 | actin-related protein 7 | chr3:22474298-22476000 FORWARD LENGTH=363",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G009100
tr_8604,Module_41,0.739285714,Phvul.002G128700,coding,GLYMA09G34680.1,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:10469830-10471275 FORWARD LENGTH=303,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G128700
tr_13263,Module_41,0.739285714,Phvul.004G078200,noncoding,GLYMA02G07790.1,| Symbols: MYR1 | myb-related protein 1 | chr5:6028617-6030573 REVERSE LENGTH=400,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G078200
tr_755,Module_41,0.735714286,Phvul.007G066700,coding,GLYMA10G38360.1,"| Symbols: AtPP2-A13, PP2-A13 | phloem protein 2-A13 | chr3:22603166-22604336 FORWARD LENGTH=290",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G066700
tr_26173,Module_41,0.735714286,Phvul.011G071700,coding,GLYMA12G07730.1,| Symbols:  | Cysteine proteinases superfamily protein | chr5:24235319-24235999 FORWARD LENGTH=226,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G071700
tr_26277,Module_41,0.732142857,Phvul.001G053700,coding,GLYMA17G31070.1,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700
tr_194,Module_41,0.728571429,Phvul.001G170100,coding,GLYMA03G32970.1,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: sperm cell, male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37480.1). | chr3:19891104-19892214 FORWARD LENGTH=203",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170100
tr_17176,Module_42,0.853571429,Phvul.007G256500,coding,GLYMA02G30960.1,| Symbols:  | Transmembrane amino acid transporter family protein | chr2:17167561-17170145 REVERSE LENGTH=536,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G256500
tr_802,Module_42,0.839285714,Phvul.007G009900,coding,GLYMA10G38350.2,"| Symbols: NRPB6A, NRPD6A, NRPE6A | RNA polymerase Rpb6 | chr5:21104679-21105796 FORWARD LENGTH=144",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G009900
tr_9180,Module_42,0.839285714,Phvul.002G160700,coding,GLYMA01G43190.1,"| Symbols: ATRBOH F, ATRBOHF, RBOHAP108, RBOHF, RBOH F | respiratory burst oxidase protein F | chr1:23770266-23776317 FORWARD LENGTH=944",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G160700
tr_11520,Module_42,0.839285714,Phvul.009G076900,coding,GLYMA04G05340.1,"| Symbols:  | NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial | chr5:3791148-3792929 REVERSE LENGTH=218",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G076900
tr_20796,Module_42,0.827962308,Phvul.011G216400,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G216400
tr_4028,Module_42,0.825,Phvul.005G071400,coding,GLYMA13G35320.1,"| Symbols: PDF2.3, LCR68 | low-molecular-weight cysteine-rich 68 | chr2:540071-540407 FORWARD LENGTH=77",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G071400
tr_22194,Module_42,0.825,Phvul.004G039600,coding,GLYMA13G06530.1,| Symbols: FER | Malectin/receptor-like protein kinase family protein | chr3:19117877-19120564 REVERSE LENGTH=895,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G039600
tr_25523,Module_42,0.823950284,Phvul.002G247100,coding,GLYMA08G13150.1,| Symbols:  | Protein kinase superfamily protein | chr5:22865509-22867866 FORWARD LENGTH=408,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G247100
tr_17261,Module_42,0.814285714,Phvul.004G133500,coding,GLYMA16G33370.3,| Symbols: emb1624 | Translation initiation factor IF6 | chr3:20634581-20636312 FORWARD LENGTH=245,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G133500
tr_8763,Module_42,0.810714286,Phvul.009G243800,coding,GLYMA15G16810.1,"| Symbols: VSR6, VSR3;3, BP80-3;3 | VACUOLAR SORTING RECEPTOR 6 | chr1:10997275-11000543 FORWARD LENGTH=631",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G243800
tr_16763,Module_42,0.807142857,Phvul.003G036200,coding,GLYMA01G20700.1,| Symbols:  | Major facilitator superfamily protein | chr1:25746811-25750110 FORWARD LENGTH=596,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G036200
tr_27217,Module_42,0.807142857,Phvul.011G108600,coding,GLYMA12G11210.1,| Symbols:  | Calcium-binding EF-hand family protein | chr4:13663770-13664162 REVERSE LENGTH=130,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G108600
tr_24690,Module_42,0.806077176,Phvul.010G026600,noncoding,GLYMA16G10020.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G026600
tr_7133,Module_42,0.803571429,Phvul.009G142200,noncoding,GLYMA06G14910.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G142200
tr_3011,Module_42,0.8,Phvul.002G023900,coding,GLYMA11G06500.1,| Symbols:  | Phototropic-responsive NPH3 family protein | chr5:26564368-26566662 FORWARD LENGTH=668,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G023900
tr_4958,Module_42,0.8,Phvul.010G049200,coding,GLYMA07G13840.1,| Symbols: UCC2 | uclacyanin 2 | chr2:18462182-18463232 REVERSE LENGTH=202,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G049200
tr_19850,Module_42,0.8,Phvul.010G163000,coding,GLYMA08G23900.1,"| Symbols: ATMKK4, MKK4, ATMEK4 | mitogen-activated protein kinase kinase 4 | chr1:19154575-19155675 FORWARD LENGTH=366",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G163000
tr_17513,Module_42,0.798098648,Phvul.011G072200,coding,GLYMA12G07650.1,| Symbols: LBD11 | LOB domain-containing protein 11 | chr2:12186603-12188110 REVERSE LENGTH=232,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G072200
tr_17192,Module_42,0.796428571,Phvul.006G123600,coding,GLYMA15G14330.1,| Symbols: KAO2 | ent-kaurenoic acid hydroxylase 2 | chr2:13775668-13777783 FORWARD LENGTH=489,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G123600
tr_11003,Module_42,0.792857143,Phvul.007G034700,coding,GLYMA10G41370.1,| Symbols:  | MATE efflux family protein | chr1:5220690-5222756 FORWARD LENGTH=481,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G034700
tr_18528,Module_42,0.792857143,Phvul.005G182500,coding,GLYMA15G00630.1,| Symbols:  | unknown protein; Has 19 Blast hits to 19 proteins in 10 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). | chr1:5464356-5464697 FORWARD LENGTH=113,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G182500
tr_18673,Module_42,0.789285714,Phvul.006G110800,coding,GLYMA19G44300.1,| Symbols: ADNT1 | adenine nucleotide transporter 1 | chr4:477411-479590 FORWARD LENGTH=366,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G110800
tr_4846,Module_42,0.785714286,Phvul.010G155100,coding,GLYMA07G03480.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G15760.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr1:19580061-19580511 REVERSE LENGTH=129,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G155100
tr_10776,Module_42,0.785714286,Phvul.003G043500,coding,GLYMA01G07010.1,| Symbols:  | Cobalamin biosynthesis CobW-like protein | chr1:9163448-9165594 REVERSE LENGTH=374,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G043500
tr_16410,Module_42,0.785714286,Phvul.008G003600,coding,GLYMA08G47790.1,| Symbols:  | Aldolase-type TIM barrel family protein | chr5:4302080-4304212 REVERSE LENGTH=438,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G003600
tr_16545,Module_42,0.785714286,Phvul.003G030000,coding,GLYMA19G21700.1,| Symbols:  | Protein kinase superfamily protein | chr1:6327463-6329935 FORWARD LENGTH=654,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G030000
tr_23518,Module_42,0.785714286,Phvul.002G318200,coding,GLYMA08G04910.1,| Symbols: PR5K | PR5-like receptor kinase | chr5:15293325-15295838 REVERSE LENGTH=665,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G318200
tr_14939,Module_42,0.784573807,Phvul.009G167900,noncoding,GLYMA06G18040.1,| Symbols:  | Zn-dependent exopeptidases superfamily protein | chr5:24223887-24226783 REVERSE LENGTH=477,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G167900
tr_1886,Module_42,0.778571429,Phvul.002G045300,coding,GLYMA01G44790.1,| Symbols:  | Protein of unknown function (DUF1423) | chr1:1585504-1587268 REVERSE LENGTH=471,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045300
tr_11518,Module_42,0.778571429,Phvul.003G072600,coding,GLYMA18G17100.1,| Symbols: PP2A | serine/threonine protein phosphatase 2A | chr1:26348892-26350511 REVERSE LENGTH=307,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G072600
tr_15181,Module_42,0.778571429,Phvul.004G0480000,coding,GLYMA07G07110.1,| Symbols:  | NB-ARC domain-containing disease resistance protein | chr4:13633953-13636712 REVERSE LENGTH=919,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G0480000
tr_16295,Module_42,0.778571429,Phvul.009G130500,coding,GLYMA04G42370.1,"| Symbols: ATUSP, USP | UDP-sugar pyrophosphorylase | chr5:21331230-21334573 FORWARD LENGTH=614",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G130500
tr_19440,Module_42,0.778571429,Phvul.008G165800,coding,GLYMA13G02750.1,| Symbols:  | glycine-rich protein | chr4:5188047-5189574 REVERSE LENGTH=113,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G165800
tr_21009,Module_42,0.778571429,Phvul.001G058900,coding,GLYMA14G17360.1,"| Symbols: AHA5, HA5 | H(+)-ATPase 5 | chr2:10415522-10419730 FORWARD LENGTH=931",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G058900
tr_2534,Module_42,0.776440947,Phvul.005G038300,noncoding,GLYMA15G42500.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G038300
tr_1586,Module_42,0.775,Phvul.002G013700,coding,GLYMA01G39860.1,| Symbols:  | Protein phosphatase 2C family protein | chr4:16260876-16262703 FORWARD LENGTH=380,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G013700
tr_8823,Module_42,0.775,Phvul.001G045400,coding,GLYMA17G33370.1,| Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:3324978-3326933 REVERSE LENGTH=651,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G045400
tr_4989,Module_42,0.772118271,Phvul.007G273000,coding,GLYMA02G00870.1,"| Symbols: ERF1, ATERF1 | ethylene response factor 1 | chr3:8295705-8296361 FORWARD LENGTH=218",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G273000
tr_8325,Module_42,0.771428571,Phvul.004G161800,coding,GLYMA09G32130.1,| Symbols:  | Alcohol dehydrogenase transcription factor Myb/SANT-like family protein | chr3:8911022-8912023 FORWARD LENGTH=333,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G161800
tr_22056,Module_42,0.771428571,Phvul.001G124800,coding,GLYMA03G28490.1,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr2:17251981-17252886 FORWARD LENGTH=269,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G124800
tr_22670,Module_42,0.771428571,Phvul.007G121500,coding,GLYMA10G30940.1,"| Symbols: PPCK1, ATPPCK1 | phosphoenolpyruvate carboxylase kinase 1 | chr1:2752206-2753232 FORWARD LENGTH=284",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G121500
tr_23730,Module_42,0.771428571,Phvul.011G048800,coding,GLYMA12G05080.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G23690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:17524546-17525052 FORWARD LENGTH=168,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G048800
tr_12568,Module_42,0.764969028,Phvul.009G2231000,coding,GLYMA15G20390.1,"| Symbols: ATL4, TL4 | TOXICOS EN LEVADURA 4 | chr3:22254790-22255794 REVERSE LENGTH=334",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G2231000
tr_9775,Module_43,0.9,Phvul.003G023000,coding,GLYMA09G21100.1,"| Symbols: ATCSLD1, CSLD1 | cellulose synthase-like D1 | chr2:14036494-14040044 REVERSE LENGTH=1036",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G023000
tr_5135,Module_43,0.882142857,Phvul.004G022600,coding,GLYMA19G01900.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G14910.1); Has 579 Blast hits to 397 proteins in 95 species: Archae - 0; Bacteria - 294; Metazoa - 0; Fungi - 0; Plants - 86; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink). | chr5:4847368-4848760 FORWARD LENGTH=355,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G022600
tr_20782,Module_43,0.871428571,Phvul.001G197500,coding,GLYMA03G36230.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleus; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; Has 32 Blast hits to 32 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:15070203-15071540 REVERSE LENGTH=192,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G197500
tr_19572,Module_43,0.864285714,Phvul.011G153000,coding,GLYMA12G17630.1,| Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr3:7210654-7213199 REVERSE LENGTH=454,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G153000
tr_5867,Module_43,0.857142857,Phvul.007G273300,noncoding,GLYMA20G35220.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G273300
tr_15606,Module_43,0.85589059,Phvul.008G288500,coding,GLYMA14G00750.1,| Symbols:  | Protein kinase superfamily protein | chr3:2459696-2463241 REVERSE LENGTH=724,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G288500
tr_12526,Module_43,0.839285714,Phvul.001G255300,coding,GLYMA11G37770.1,| Symbols:  | Protein of unknown function (DUF707) | chr1:25439204-25441904 FORWARD LENGTH=404,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G255300
tr_8686,Module_43,0.825,Phvul.011G018800,coding,GLYMA11G11610.2,| Symbols: ISI1 | binding | chr4:13841708-13843501 FORWARD LENGTH=305,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G018800
tr_24963,Module_43,0.825,Phvul.001G109600,coding,GLYMA19G28660.1,| Symbols:  | HNH endonuclease | chr2:10153982-10155600 REVERSE LENGTH=284,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G109600
tr_6328,Module_43,0.821428571,Phvul.010G139500,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G139500
tr_12903,Module_43,0.821428571,Phvul.005G050300,coding,GLYMA15G41470.1,| Symbols:  | Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain | chr1:29932856-29937540 REVERSE LENGTH=1248,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G050300
tr_6465,Module_43,0.817857143,Phvul.001G027100,coding,GLYMA0092S00200.1,| Symbols:  | Galactose oxidase/kelch repeat superfamily protein | chr5:17340300-17341511 REVERSE LENGTH=403,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G027100
